# kapture format: 1.1
# X, Y, Z, R, G, B
1.346140000000000114e-01,4.121909999999999741e+00,1.439489999999999981e+01,7.500000000000000000e+01,8.000000000000000000e+01,7.600000000000000000e+01
-1.771519999999999984e+00,4.031539999999999679e+00,1.370090000000000074e+01,1.050000000000000000e+02,1.090000000000000000e+02,1.050000000000000000e+02
4.751889999999999725e-01,4.030750000000000277e+00,1.454209999999999958e+01,8.100000000000000000e+01,8.300000000000000000e+01,7.800000000000000000e+01
-8.881430000000000158e-01,3.941949999999999843e+00,1.407900000000000063e+01,5.900000000000000000e+01,6.000000000000000000e+01,5.500000000000000000e+01
-1.128440000000000110e+00,3.854800000000000004e+00,1.401619999999999955e+01,6.700000000000000000e+01,6.400000000000000000e+01,5.900000000000000000e+01
-3.358359999999999790e+00,3.734230000000000160e+00,1.311720000000000041e+01,7.600000000000000000e+01,9.000000000000000000e+01,9.500000000000000000e+01
-1.104249999999999954e+00,3.804720000000000102e+00,1.404059999999999953e+01,1.340000000000000000e+02,1.340000000000000000e+02,1.260000000000000000e+02
-2.325810000000000155e+00,3.677830000000000155e+00,1.358939999999999948e+01,8.900000000000000000e+01,9.300000000000000000e+01,9.200000000000000000e+01
7.949640000000000040e-01,3.773130000000000095e+00,1.474179999999999957e+01,1.430000000000000000e+02,1.400000000000000000e+02,1.280000000000000000e+02
7.950120000000000520e-01,3.772990000000000066e+00,1.474319999999999986e+01,1.430000000000000000e+02,1.400000000000000000e+02,1.280000000000000000e+02
6.482780000000000487e-02,3.692229999999999901e+00,1.455109999999999992e+01,6.800000000000000000e+01,7.100000000000000000e+01,7.200000000000000000e+01
-2.274920000000000067e-02,3.676429999999999865e+00,1.450859999999999950e+01,7.600000000000000000e+01,8.100000000000000000e+01,8.500000000000000000e+01
4.074429999999999996e-01,3.672699999999999854e+00,1.466430000000000078e+01,7.900000000000000000e+01,7.700000000000000000e+01,6.000000000000000000e+01
2.024980000000000113e-01,3.651879999999999793e+00,1.460120000000000040e+01,7.300000000000000000e+01,7.400000000000000000e+01,6.700000000000000000e+01
-2.430509999999999948e+00,3.405949999999999811e+00,1.361849999999999916e+01,1.290000000000000000e+02,1.340000000000000000e+02,1.300000000000000000e+02
1.081669999999999909e+00,3.516000000000000014e+00,1.494490000000000052e+01,8.000000000000000000e+01,8.300000000000000000e+01,6.400000000000000000e+01
1.159550000000000081e+00,3.500859999999999861e+00,1.497429999999999950e+01,1.410000000000000000e+02,1.390000000000000000e+02,1.240000000000000000e+02
1.159550000000000081e+00,3.500859999999999861e+00,1.497429999999999950e+01,1.410000000000000000e+02,1.390000000000000000e+02,1.240000000000000000e+02
-6.291870000000000518e-01,3.431729999999999947e+00,1.436550000000000082e+01,6.000000000000000000e+01,6.800000000000000000e+01,7.000000000000000000e+01
1.842140000000000111e+00,3.472329999999999917e+00,1.518440000000000012e+01,1.040000000000000000e+02,9.800000000000000000e+01,8.200000000000000000e+01
1.403990000000000071e+00,3.432500000000000107e+00,1.507189999999999941e+01,1.270000000000000000e+02,1.310000000000000000e+02,1.260000000000000000e+02
6.022250000000000103e-01,3.306740000000000013e+00,1.486379999999999946e+01,6.600000000000000000e+01,6.500000000000000000e+01,6.000000000000000000e+01
1.614209999999999923e+00,3.285280000000000200e+00,1.519839999999999947e+01,7.200000000000000000e+01,7.100000000000000000e+01,6.700000000000000000e+01
-2.455169999999999852e+00,3.120550000000000157e+00,1.367009999999999970e+01,1.460000000000000000e+02,1.530000000000000000e+02,1.420000000000000000e+02
-2.319519999999999804e+00,3.109220000000000095e+00,1.375730000000000075e+01,8.400000000000000000e+01,8.900000000000000000e+01,9.200000000000000000e+01
1.623969999999999914e+00,3.184740000000000126e+00,1.524849999999999994e+01,6.500000000000000000e+01,7.000000000000000000e+01,6.400000000000000000e+01
-1.784769999999999968e+00,3.102970000000000006e+00,1.399259999999999948e+01,6.300000000000000000e+01,6.200000000000000000e+01,5.100000000000000000e+01
2.433809999999999862e-01,3.108499999999999819e+00,1.481659999999999933e+01,1.000000000000000000e+02,1.010000000000000000e+02,9.600000000000000000e+01
2.433809999999999862e-01,3.108499999999999819e+00,1.481659999999999933e+01,1.000000000000000000e+02,1.010000000000000000e+02,9.600000000000000000e+01
-1.715559999999999974e+00,3.053139999999999965e+00,1.404160000000000075e+01,6.300000000000000000e+01,6.300000000000000000e+01,5.700000000000000000e+01
2.762649999999999828e+00,3.063649999999999984e+00,1.564540000000000042e+01,6.800000000000000000e+01,7.400000000000000000e+01,7.500000000000000000e+01
7.803359999999999630e+00,3.443179999999999907e+00,2.390070000000000050e+01,1.980000000000000000e+02,1.850000000000000000e+02,1.660000000000000000e+02
-2.279199999999999893e+00,2.896409999999999929e+00,1.380869999999999997e+01,1.460000000000000000e+02,1.560000000000000000e+02,1.570000000000000000e+02
-3.202560000000000073e+00,2.866579999999999906e+00,1.338240000000000052e+01,7.000000000000000000e+01,8.000000000000000000e+01,8.200000000000000000e+01
-2.594209999999999905e+00,2.830020000000000202e+00,1.366729999999999912e+01,4.000000000000000000e+01,5.400000000000000000e+01,5.400000000000000000e+01
