# kapture format: 1.1
# X, Y, Z, R, G, B
3.576143390001819800e+00,2.800739010974590215e+01,4.980733991211977241e+00,8.100000000000000000e+01,7.400000000000000000e+01,6.600000000000000000e+01
1.110834132839966060e+01,2.936348747196423759e+01,1.159555150728583861e+01,1.200000000000000000e+02,1.070000000000000000e+02,9.500000000000000000e+01
1.268428518549139206e+01,3.088854097488308525e+01,5.571137624355073648e+00,4.300000000000000000e+01,3.500000000000000000e+01,3.000000000000000000e+01
2.639437592471954730e+01,1.484405433741221536e+01,1.369738599700657566e+01,1.400000000000000000e+01,1.200000000000000000e+01,1.300000000000000000e+01
2.474442940730316565e+01,1.468144281677590079e+01,1.118247009214827159e+01,2.000000000000000000e+01,1.600000000000000000e+01,1.500000000000000000e+01
5.071653651283937414e+00,2.793714301540800093e+01,3.180423264043761300e+00,9.000000000000000000e+01,8.300000000000000000e+01,7.200000000000000000e+01
2.541494925608396116e+01,1.549472401945512168e+01,7.747577332438231323e+00,3.000000000000000000e+01,2.500000000000000000e+01,2.200000000000000000e+01
1.737810952546786325e+01,1.673066232212285698e+01,2.086191995876118366e+00,2.030000000000000000e+02,1.890000000000000000e+02,1.600000000000000000e+02
3.069002597939520172e+01,3.066466788659947795e+01,1.925928568889126780e+01,6.300000000000000000e+01,4.900000000000000000e+01,4.000000000000000000e+01
1.133569749143281946e+01,2.985670491647304203e+01,2.366740420339731088e+01,6.500000000000000000e+01,5.000000000000000000e+01,4.400000000000000000e+01
4.253497595490765448e+00,2.959041877776039087e+01,1.221321767481392939e+01,2.100000000000000000e+01,1.900000000000000000e+01,1.800000000000000000e+01
2.175408655038534533e+01,3.744534097026029684e+01,1.924260298553478776e+01,6.700000000000000000e+01,5.400000000000000000e+01,4.800000000000000000e+01
1.016989406784306382e+01,2.842467200322922594e+01,1.779304123530739901e+01,2.470000000000000000e+02,2.390000000000000000e+02,2.220000000000000000e+02
2.073661184580949524e+01,3.835861007686251156e+01,8.422370489760345080e+00,3.100000000000000000e+01,2.800000000000000000e+01,2.600000000000000000e+01
3.771706463743860649e+00,2.776598252642068587e+01,4.211287977001126670e+00,1.230000000000000000e+02,1.230000000000000000e+02,1.230000000000000000e+02
2.332813399881954552e+01,3.741778502273766094e+01,2.464974715690463114e+01,1.000000000000000000e+02,8.500000000000000000e+01,6.600000000000000000e+01
5.119523750517113392e+00,2.780967479367110684e+01,2.924293790853745634e+00,1.570000000000000000e+02,1.440000000000000000e+02,1.310000000000000000e+02
2.541380619259938811e+01,2.095715915060805656e+01,1.975386457144125885e+01,7.100000000000000000e+01,5.400000000000000000e+01,4.600000000000000000e+01
2.730024674734512402e+01,1.724169535458691271e+01,1.407545175191870257e+01,5.900000000000000000e+01,5.300000000000000000e+01,5.200000000000000000e+01
2.469609101236445881e+01,3.481483157801437756e+01,1.662204573086506443e+01,5.200000000000000000e+01,4.400000000000000000e+01,4.000000000000000000e+01
5.227610396444486440e+00,2.876618275631268773e+01,9.029007663538878958e+00,1.290000000000000000e+02,1.150000000000000000e+02,1.030000000000000000e+02
2.170894155002606141e+01,3.802949349028277481e+01,1.728378260491834340e+01,1.390000000000000000e+02,1.320000000000000000e+02,1.210000000000000000e+02
3.219132714463088973e+01,1.659415880800023757e+01,2.250037825792887958e+01,2.340000000000000000e+02,2.210000000000000000e+02,2.000000000000000000e+02
9.547374602614270955e+00,2.935672547208609018e+01,1.059033174376363640e+01,1.080000000000000000e+02,9.600000000000000000e+01,9.100000000000000000e+01
2.497148037771501805e+01,1.498982696967390815e+01,5.998786981531854856e+00,3.000000000000000000e+01,2.000000000000000000e+01,1.600000000000000000e+01
8.230829709363160163e+00,3.061766239803510814e+01,2.271140351162620874e+01,6.800000000000000000e+01,5.400000000000000000e+01,5.200000000000000000e+01
3.693535510118903797e+00,2.855166836379890682e+01,9.549764584856978544e+00,2.490000000000000000e+02,2.350000000000000000e+02,2.060000000000000000e+02
1.208059412391522791e+01,2.867784240799188566e+01,1.996453329568317159e+01,7.500000000000000000e+01,6.500000000000000000e+01,6.500000000000000000e+01
2.718957052037214339e+01,1.933393686771806941e+01,1.221741672413137536e+01,7.600000000000000000e+01,6.200000000000000000e+01,5.100000000000000000e+01
2.621720221226902936e+01,1.556866350385938702e+01,1.937446258547993949e+01,1.110000000000000000e+02,1.040000000000000000e+02,1.010000000000000000e+02
2.361352674335841328e+01,3.715017352205073564e+01,2.340791281713205052e+01,9.300000000000000000e+01,7.300000000000000000e+01,5.900000000000000000e+01
1.970712070416293926e+01,3.880206054435418395e+01,1.764324397830400315e+01,1.180000000000000000e+02,1.080000000000000000e+02,9.900000000000000000e+01
9.026678471784896018e+00,2.866951140797652897e+01,1.947707226746917542e+01,8.100000000000000000e+01,5.500000000000000000e+01,3.900000000000000000e+01
4.163180401409050546e+00,2.962794881124699842e+01,1.618015433901299716e+01,3.400000000000000000e+01,3.600000000000000000e+01,3.600000000000000000e+01
1.530223629833994181e+01,3.560400711452582811e+01,1.204198354172159746e+01,6.700000000000000000e+01,5.900000000000000000e+01,5.600000000000000000e+01
9.329316577948155498e+00,2.960925809725727120e+01,5.659183708730589402e+00,3.100000000000000000e+01,2.200000000000000000e+01,2.300000000000000000e+01
4.710925855303012888e+00,2.801082056158841738e+01,9.883195635993093475e+00,5.900000000000000000e+01,5.200000000000000000e+01,4.800000000000000000e+01
9.355992609560239259e+00,2.888943545805295798e+01,1.775783597557570559e+01,2.520000000000000000e+02,2.400000000000000000e+02,2.200000000000000000e+02
3.309653400972838000e+01,1.665653858964606826e+01,2.487414169355566429e+01,1.040000000000000000e+02,9.200000000000000000e+01,8.900000000000000000e+01
1.700246931442624643e+01,2.792277568757110373e+01,7.756624341247816190e+00,2.130000000000000000e+02,2.030000000000000000e+02,1.900000000000000000e+02
3.763118919067727663e+00,2.475831674824274842e+01,1.845243711490107019e+00,1.820000000000000000e+02,1.660000000000000000e+02,1.400000000000000000e+02
2.480906402373625852e+01,3.427911859335327449e+01,1.436709421549134902e+01,2.460000000000000000e+02,2.330000000000000000e+02,2.170000000000000000e+02
2.566360809023834832e+01,2.250785332651759063e+01,4.855894286079073474e+00,4.200000000000000000e+01,3.500000000000000000e+01,3.400000000000000000e+01
2.384467707101689982e+01,3.722117230487809536e+01,2.557799102469679298e+01,2.600000000000000000e+01,1.600000000000000000e+01,1.500000000000000000e+01
9.681277641474052231e+00,2.843635628481298028e+01,1.805243251568298390e+01,2.270000000000000000e+02,2.100000000000000000e+02,1.910000000000000000e+02
4.369076606457189982e+00,3.589230976785924554e+01,2.365788476236144078e+01,1.020000000000000000e+02,8.900000000000000000e+01,8.100000000000000000e+01
5.857647490868758133e+00,2.938985683200908383e+01,1.975531660091608188e+01,1.460000000000000000e+02,1.320000000000000000e+02,1.230000000000000000e+02
1.619999439288229581e+01,3.656012554202703058e+01,5.619710231870601369e+00,2.320000000000000000e+02,2.220000000000000000e+02,2.040000000000000000e+02
2.532432204308917534e+01,2.024245064335964273e+01,6.272305276852113920e+00,1.080000000000000000e+02,9.900000000000000000e+01,9.200000000000000000e+01
2.912128495101143955e+01,3.297602584251188063e+01,9.928485132369894828e+00,9.600000000000000000e+01,8.400000000000000000e+01,7.700000000000000000e+01
2.460672877117155721e+01,1.815210655508994364e+01,4.540705315327421943e+00,1.250000000000000000e+02,1.170000000000000000e+02,1.050000000000000000e+02
1.189623450902283075e+01,3.089715009913779653e+01,8.917443985526491090e+00,1.820000000000000000e+02,1.650000000000000000e+02,1.470000000000000000e+02
3.123010394674776791e+01,3.202872774663050848e+01,1.308159358515409743e+01,6.100000000000000000e+01,5.800000000000000000e+01,5.700000000000000000e+01
1.189857261906875507e+01,2.979582703595535165e+01,4.787907007012432103e+00,2.010000000000000000e+02,1.870000000000000000e+02,1.680000000000000000e+02
5.547551374324634743e+00,2.849611347265080852e+01,9.967535297364076285e+00,2.380000000000000000e+02,2.260000000000000000e+02,1.990000000000000000e+02
2.257262768942011988e+01,3.849363596215090411e+01,2.150888979043717697e+01,6.100000000000000000e+01,6.400000000000000000e+01,5.500000000000000000e+01
2.559178598797854320e+01,2.432587059209735969e+01,4.980863144704358092e+00,4.400000000000000000e+01,3.800000000000000000e+01,3.800000000000000000e+01
1.384915992318834377e+01,3.239846079341738516e+01,1.232390761938223989e+01,1.720000000000000000e+02,1.630000000000000000e+02,1.530000000000000000e+02
4.946777536643361728e+00,2.851217687612488305e+01,9.696828589920130526e+00,1.350000000000000000e+02,1.210000000000000000e+02,1.040000000000000000e+02
1.499768787290120464e+01,3.263093868298089717e+01,4.935255043855458545e+00,7.100000000000000000e+01,6.900000000000000000e+01,7.100000000000000000e+01
4.258578372114861565e+00,2.638342368577325914e+01,2.320580808596361511e+00,2.060000000000000000e+02,1.960000000000000000e+02,1.710000000000000000e+02
1.043719804939042106e+01,2.899112890651374741e+01,1.271454698957220941e+01,1.170000000000000000e+02,1.040000000000000000e+02,9.300000000000000000e+01
3.330656416800184427e+00,2.897026867616444790e+01,1.104451696494692392e+01,1.220000000000000000e+02,1.110000000000000000e+02,9.700000000000000000e+01
2.395494600906654981e+01,2.110216737641511031e+01,2.033840386303799619e+01,1.320000000000000000e+02,1.160000000000000000e+02,1.000000000000000000e+02
9.352886573179649332e+00,3.188199729188287534e+01,5.369892837232032257e+00,1.780000000000000000e+02,1.650000000000000000e+02,1.480000000000000000e+02
2.594458773517425243e+01,1.456795622123273226e+01,9.398254348851063256e+00,1.230000000000000000e+02,1.140000000000000000e+02,1.060000000000000000e+02
2.568990896445072636e+01,1.718517580869211514e+01,4.882094601767839492e+00,1.230000000000000000e+02,1.190000000000000000e+02,1.080000000000000000e+02
1.935093420750606086e+01,1.622234403665249758e+01,2.564619878630125971e+00,1.520000000000000000e+02,1.370000000000000000e+02,1.150000000000000000e+02
9.657526600104672454e+00,3.118206480470576381e+01,5.995865494740661106e+00,2.200000000000000000e+02,2.050000000000000000e+02,1.790000000000000000e+02
2.522622756852070225e+01,2.203172454825454096e+01,2.305191192517716914e+01,3.800000000000000000e+01,3.000000000000000000e+01,3.100000000000000000e+01
2.770433620648116246e+01,1.899475319995811162e+01,1.228975599668791396e+01,4.200000000000000000e+01,2.900000000000000000e+01,2.100000000000000000e+01
1.853152037050222134e+01,1.501139097778892229e+01,1.956988680713169781e+00,2.180000000000000000e+02,2.050000000000000000e+02,1.770000000000000000e+02
3.372190186577264992e+00,3.013502112352029982e+01,1.536947563771788161e+01,2.800000000000000000e+01,3.400000000000000000e+01,3.200000000000000000e+01
2.777349595449565811e+01,3.303699309820441954e+01,1.598215786076726808e+01,7.000000000000000000e+01,6.000000000000000000e+01,5.500000000000000000e+01
2.735293295456243001e+01,1.925461394666571024e+01,1.160790457289250099e+01,1.740000000000000000e+02,1.590000000000000000e+02,1.380000000000000000e+02
3.392295068815241343e+00,2.932063898632173604e+01,7.698678025500678146e+00,8.900000000000000000e+01,9.800000000000000000e+01,8.900000000000000000e+01
9.741609406884837341e+00,3.157507460135033028e+01,1.651692582752608729e+01,1.100000000000000000e+02,1.050000000000000000e+02,1.020000000000000000e+02
4.372715330983356630e+00,2.748252444759171453e+01,5.271524294488039608e+00,3.100000000000000000e+01,3.000000000000000000e+01,3.100000000000000000e+01
4.550153931465620971e+00,2.793756944381501484e+01,1.009870318643904064e+01,7.700000000000000000e+01,6.300000000000000000e+01,5.100000000000000000e+01
9.832304679247082291e+00,3.116569128023972368e+01,1.050202038104652402e+01,1.740000000000000000e+02,1.590000000000000000e+02,1.420000000000000000e+02
9.583927430922265955e+00,3.171930782764215095e+01,1.135164129524909704e+01,2.260000000000000000e+02,2.100000000000000000e+02,1.870000000000000000e+02
2.460672877117155721e+01,1.815210655508994364e+01,4.540705315327421943e+00,1.250000000000000000e+02,1.170000000000000000e+02,1.050000000000000000e+02
9.270873572049859845e+00,3.192213523057584013e+01,1.005293188403140192e+01,7.000000000000000000e+01,5.600000000000000000e+01,4.500000000000000000e+01
8.514017926687525772e+00,3.163925010219381306e+01,1.634408862273200924e+01,1.350000000000000000e+02,1.230000000000000000e+02,1.110000000000000000e+02
2.917542106359066878e+01,3.157122376689350673e+01,1.923767215229358385e+01,6.900000000000000000e+01,5.600000000000000000e+01,5.100000000000000000e+01
1.904542641348468734e+01,3.817288828656231914e+01,6.832931249370273186e+00,2.510000000000000000e+02,2.390000000000000000e+02,2.220000000000000000e+02
2.601814709137551418e+01,1.453973000126917192e+01,1.023075861723733837e+01,5.000000000000000000e+01,3.800000000000000000e+01,3.100000000000000000e+01
5.403768092222343000e+00,2.827816473674736386e+01,1.102735373779417216e+01,1.880000000000000000e+02,1.970000000000000000e+02,1.850000000000000000e+02
5.022503033437883069e+00,3.659362075171699757e+01,2.520614162568995908e+01,2.500000000000000000e+02,2.340000000000000000e+02,2.120000000000000000e+02
3.920984396396489657e+00,2.798463434788021686e+01,6.055315120520639027e+00,6.000000000000000000e+01,4.600000000000000000e+01,3.600000000000000000e+01
9.897415746692358240e+00,2.855833092270826867e+01,2.262825995745395247e+01,2.000000000000000000e+01,2.200000000000000000e+01,2.700000000000000000e+01
9.712107060364610689e+00,3.130332877528866220e+01,1.581878170086071478e+01,1.030000000000000000e+02,9.700000000000000000e+01,9.400000000000000000e+01
7.245928508160345061e+00,2.932531670750672603e+01,1.157471643135595762e+01,1.000000000000000000e+02,9.800000000000000000e+01,1.000000000000000000e+02
2.574537873728878523e+01,1.459382907694757137e+01,5.859235237726098333e+00,1.350000000000000000e+02,1.210000000000000000e+02,1.060000000000000000e+02
1.196972017355271944e+01,2.995544872938794612e+01,4.416344822848211393e+00,2.370000000000000000e+02,2.260000000000000000e+02,2.060000000000000000e+02
2.694445417145426092e+01,3.567249521759216435e+01,1.134472824545553493e+01,2.530000000000000000e+02,2.530000000000000000e+02,2.430000000000000000e+02
2.197288867541044866e+01,3.597569523287354798e+01,1.625702367613524046e+01,6.000000000000000000e+01,5.000000000000000000e+01,5.100000000000000000e+01
1.780720826839592874e+01,3.081511716993953343e+01,5.502880857575629392e+00,2.020000000000000000e+02,1.860000000000000000e+02,1.640000000000000000e+02
2.848552628484984339e+01,3.277452130054873436e+01,2.614289455438063925e+01,5.700000000000000000e+01,5.400000000000000000e+01,4.900000000000000000e+01
2.513080887299709687e+01,1.512808958024201900e+01,1.017298963028799008e+01,5.700000000000000000e+01,4.400000000000000000e+01,3.300000000000000000e+01
9.073431471075155130e+00,3.143687233205970699e+01,1.232890551876806917e+01,2.040000000000000000e+02,1.870000000000000000e+02,1.680000000000000000e+02
9.418353057690337593e+00,2.837616354192736523e+01,2.068204944386082644e+01,2.410000000000000000e+02,2.150000000000000000e+02,1.900000000000000000e+02
2.460415603679004448e+01,1.497363998259897144e+01,3.978903442379035926e+00,9.900000000000000000e+01,9.400000000000000000e+01,9.000000000000000000e+01
3.286111669360292087e+00,2.959708906182945398e+01,7.423525153333800475e+00,1.940000000000000000e+02,1.930000000000000000e+02,1.670000000000000000e+02
3.382556451913434614e+01,3.232365090237541949e+01,2.358763967175924137e+01,1.070000000000000000e+02,9.000000000000000000e+01,7.300000000000000000e+01
2.992064095692079206e+01,3.266999974751975344e+01,1.467037106893283216e+01,7.700000000000000000e+01,6.100000000000000000e+01,5.200000000000000000e+01
2.621479981325334663e+01,1.418722424289840767e+01,5.881990008915513712e+00,1.340000000000000000e+02,1.220000000000000000e+02,1.090000000000000000e+02
3.254041412314614945e+01,3.195082902694291960e+01,1.539315040389640998e+01,1.090000000000000000e+02,1.020000000000000000e+02,9.600000000000000000e+01
1.967096909221470469e+01,3.589685501137182655e+01,7.567639782477299626e+00,1.380000000000000000e+02,1.360000000000000000e+02,1.270000000000000000e+02
2.076414826174820760e+01,3.138331989434122704e+01,9.686360051047017805e+00,2.500000000000000000e+02,2.410000000000000000e+02,2.310000000000000000e+02
2.494594542147223848e+01,1.522477315926547092e+01,4.519513721587572697e+00,9.200000000000000000e+01,8.300000000000000000e+01,7.100000000000000000e+01
8.018085950736947964e+00,3.131549221237899516e+01,1.973070488311024917e+01,2.200000000000000000e+02,2.080000000000000000e+02,1.930000000000000000e+02
8.525979514826612871e+00,3.131106827070277276e+01,1.980717119572669560e+01,5.700000000000000000e+01,4.700000000000000000e+01,4.500000000000000000e+01
2.454473002383429048e+01,1.887550692042823997e+01,4.095867461590578351e+00,2.120000000000000000e+02,2.090000000000000000e+02,1.990000000000000000e+02
7.968356673983378435e+00,2.928994326848651752e+01,2.890275987654350232e+00,2.070000000000000000e+02,1.940000000000000000e+02,1.800000000000000000e+02
1.005988948069864009e+01,2.887933611179645865e+01,1.420927262077377584e+01,1.430000000000000000e+02,1.270000000000000000e+02,1.120000000000000000e+02
2.513033089019806354e+01,1.849187180357616711e+01,6.969009891274487778e+00,2.300000000000000000e+02,2.160000000000000000e+02,1.900000000000000000e+02
2.799544166990677141e+01,1.916697541817367423e+01,2.301207874475924342e+01,1.100000000000000000e+02,1.010000000000000000e+02,9.900000000000000000e+01
2.443193810145804434e+01,3.654795886907000835e+01,2.338240973883036844e+01,7.200000000000000000e+01,7.600000000000000000e+01,8.600000000000000000e+01
9.418353057690344698e+00,2.837616354192737589e+01,2.068204944386083355e+01,2.410000000000000000e+02,2.150000000000000000e+02,1.900000000000000000e+02
2.330522254571188867e+01,2.971228776637914848e+01,8.897916608772225899e+00,2.380000000000000000e+02,2.310000000000000000e+02,2.200000000000000000e+02
2.783544355217750521e+01,1.875086210220324645e+01,1.862566181748777083e+01,9.000000000000000000e+01,7.700000000000000000e+01,6.800000000000000000e+01
2.636636380430169169e+01,1.450047838488718277e+01,1.262959192455640078e+01,2.500000000000000000e+01,2.300000000000000000e+01,2.100000000000000000e+01
1.054615567260956865e+01,2.852430807439282034e+01,1.615493433980106630e+01,4.700000000000000000e+01,4.100000000000000000e+01,4.300000000000000000e+01
4.615303314628262932e+00,2.707638529445091891e+01,4.958177369653183675e+00,4.000000000000000000e+01,3.500000000000000000e+01,3.800000000000000000e+01
1.746649615726659022e+01,2.900321393108842472e+01,5.086541774171288388e+00,7.500000000000000000e+01,7.700000000000000000e+01,7.600000000000000000e+01
3.904736923344835464e+00,2.803152593263697767e+01,9.507559479866714014e+00,4.100000000000000000e+01,3.300000000000000000e+01,2.700000000000000000e+01
1.937416949626159379e+01,3.866351547680476131e+01,1.908980212325423764e+01,5.200000000000000000e+01,3.800000000000000000e+01,2.900000000000000000e+01
9.540622811659780211e+00,2.932144336177432464e+01,1.213754549920748183e+01,7.200000000000000000e+01,6.200000000000000000e+01,5.900000000000000000e+01
2.501028824705783293e+01,3.460672897349495969e+01,9.926345368507595524e+00,1.100000000000000000e+02,1.080000000000000000e+02,1.090000000000000000e+02
2.565465957848509149e+01,1.551807144273993266e+01,6.716195852152187840e+00,2.900000000000000000e+01,2.700000000000000000e+01,2.300000000000000000e+01
2.115555450673387128e+01,3.859817447133502810e+01,2.344324425036840864e+01,8.200000000000000000e+01,6.100000000000000000e+01,3.400000000000000000e+01
1.210129660823422881e+01,2.874261227850515610e+01,2.010796407271580577e+01,9.100000000000000000e+01,7.200000000000000000e+01,6.300000000000000000e+01
5.343323356105511124e+00,2.867699405630362719e+01,9.804760438981503512e+00,8.600000000000000000e+01,7.000000000000000000e+01,5.300000000000000000e+01
2.500889553656542930e+01,1.741980961259532990e+01,4.842064657717198628e+00,2.370000000000000000e+02,2.340000000000000000e+02,2.170000000000000000e+02
4.558441010584492581e+00,2.733591093922985138e+01,3.045649405750564753e+00,1.420000000000000000e+02,1.330000000000000000e+02,1.140000000000000000e+02
3.664136042945580041e+00,2.834390930052125768e+01,1.101528929008802571e+01,4.600000000000000000e+01,3.500000000000000000e+01,3.100000000000000000e+01
2.496093602539379219e+01,2.106470507459646058e+01,4.481491988857893460e+00,2.320000000000000000e+02,2.220000000000000000e+02,1.970000000000000000e+02
2.733660138293717878e+01,1.934572834967707067e+01,1.588947359490378020e+01,2.060000000000000000e+02,1.860000000000000000e+02,1.590000000000000000e+02
2.723350339269013176e+01,1.906126125275252647e+01,1.732243083852375420e+01,2.360000000000000000e+02,2.170000000000000000e+02,1.930000000000000000e+02
2.795232665178917131e+01,3.304052612378027476e+01,1.538439484061632356e+01,1.300000000000000000e+02,1.230000000000000000e+02,1.170000000000000000e+02
2.010297267358920337e+01,3.788606179548600039e+01,7.038451011911250887e+00,1.120000000000000000e+02,1.150000000000000000e+02,1.100000000000000000e+02
1.755986060165342977e+01,3.851871939367919140e+01,1.538350701576864132e+01,1.040000000000000000e+02,9.700000000000000000e+01,9.100000000000000000e+01
1.231745685151237168e+01,2.947225478632971729e+01,4.964744855626769926e+00,1.810000000000000000e+02,1.750000000000000000e+02,1.630000000000000000e+02
8.444330345950827876e+00,3.155903874116704699e+01,1.465731568550761388e+01,1.430000000000000000e+02,1.290000000000000000e+02,1.200000000000000000e+02
1.163610475313491932e+01,3.064077791488822200e+01,1.223561757454641885e+01,1.190000000000000000e+02,1.050000000000000000e+02,9.400000000000000000e+01
3.511449247727223444e+00,2.912549958535304029e+01,6.135103275543738022e+00,1.480000000000000000e+02,1.360000000000000000e+02,1.180000000000000000e+02
2.981333772823026607e+01,3.685229535202701356e+01,1.260078125003132854e+01,1.030000000000000000e+02,8.500000000000000000e+01,7.500000000000000000e+01
2.753825692234138245e+01,3.490668761072785742e+01,1.153746651877563423e+01,1.420000000000000000e+02,1.270000000000000000e+02,1.170000000000000000e+02
6.186666958487454515e+00,2.777978057790153699e+01,5.536804310959436926e+00,1.010000000000000000e+02,9.500000000000000000e+01,9.400000000000000000e+01
2.489762707144528520e+01,3.586241136730510704e+01,7.609523436327119583e+00,4.400000000000000000e+01,3.900000000000000000e+01,3.500000000000000000e+01
6.279434851202794654e+00,2.779979281074948005e+01,1.057903731862102248e+01,3.700000000000000000e+01,2.900000000000000000e+01,2.600000000000000000e+01
8.187214867959186293e+00,3.143778557714699673e+01,2.149175506269710567e+01,2.020000000000000000e+02,1.900000000000000000e+02,1.810000000000000000e+02
3.113335456378163890e+00,2.970704850278222509e+01,8.820922641276638387e+00,1.680000000000000000e+02,1.870000000000000000e+02,1.680000000000000000e+02
2.594981078765124849e+01,2.112241317358903814e+01,2.333750246226059488e+01,1.980000000000000000e+02,1.810000000000000000e+02,1.620000000000000000e+02
9.313831857748576581e+00,3.213599177994682776e+01,6.768530652838469663e+00,2.350000000000000000e+02,2.200000000000000000e+02,1.940000000000000000e+02
2.570847610284987539e+01,2.293584087316399689e+01,4.611781945450339038e+00,2.390000000000000000e+02,2.250000000000000000e+02,1.980000000000000000e+02
2.503945689227121463e+01,2.183244078142303124e+01,1.778267751440027666e+01,1.050000000000000000e+02,8.500000000000000000e+01,7.000000000000000000e+01
2.497475772795504412e+01,1.444743847853037266e+01,4.790996367401366918e+00,8.700000000000000000e+01,7.300000000000000000e+01,5.800000000000000000e+01
5.652363617899542447e+00,2.913142605001029040e+01,1.388931983438062190e+01,1.380000000000000000e+02,1.260000000000000000e+02,1.140000000000000000e+02
2.663604618595726237e+01,3.644314830580492526e+01,1.614356886790771028e+01,4.100000000000000000e+01,3.200000000000000000e+01,3.300000000000000000e+01
9.306149411322907739e+00,3.163834741746457979e+01,1.650173521019156908e+01,1.200000000000000000e+02,1.100000000000000000e+02,1.080000000000000000e+02
1.100175352099124204e+01,2.944070729901507733e+01,6.493280056443567538e+00,1.200000000000000000e+02,1.060000000000000000e+02,9.500000000000000000e+01
3.446983190220682669e+00,2.993934605325967269e+01,1.575673220868050883e+01,2.120000000000000000e+02,2.440000000000000000e+02,2.330000000000000000e+02
2.620007179960264310e+01,1.443709508125936836e+01,9.005192454706357097e+00,2.140000000000000000e+02,1.990000000000000000e+02,1.750000000000000000e+02
