# kapture format: 1.1
# timestamp, device_id, image_path
4, training_camera_3, training/gallery_light4_loop1/frames/rgb/camera_3/rgb_00000.jpg
4, training_camera_4, training/gallery_light4_loop1/frames/rgb/camera_4/rgb_00000.jpg
4, training_camera_5, training/gallery_light4_loop1/frames/rgb/camera_5/rgb_00000.jpg
5, training_camera_0, training/gallery_light4_loop1/frames/rgb/camera_0/rgb_00001.jpg
5, training_camera_1, training/gallery_light4_loop1/frames/rgb/camera_1/rgb_00001.jpg
5, training_camera_2, training/gallery_light4_loop1/frames/rgb/camera_2/rgb_00001.jpg
5, training_camera_3, training/gallery_light4_loop1/frames/rgb/camera_3/rgb_00001.jpg
5, training_camera_4, training/gallery_light4_loop1/frames/rgb/camera_4/rgb_00001.jpg
5, training_camera_5, training/gallery_light4_loop1/frames/rgb/camera_5/rgb_00001.jpg
6, training_camera_0, training/gallery_light4_loop1/frames/rgb/camera_0/rgb_00002.jpg
6, training_camera_1, training/gallery_light4_loop1/frames/rgb/camera_1/rgb_00002.jpg
6, training_camera_2, training/gallery_light4_loop1/frames/rgb/camera_2/rgb_00002.jpg
6, training_camera_3, training/gallery_light4_loop1/frames/rgb/camera_3/rgb_00002.jpg
6, training_camera_4, training/gallery_light4_loop1/frames/rgb/camera_4/rgb_00002.jpg
6, training_camera_5, training/gallery_light4_loop1/frames/rgb/camera_5/rgb_00002.jpg
7, training_camera_0, training/gallery_light4_loop1/frames/rgb/camera_0/rgb_00003.jpg
7, training_camera_1, training/gallery_light4_loop1/frames/rgb/camera_1/rgb_00003.jpg
7, training_camera_2, training/gallery_light4_loop1/frames/rgb/camera_2/rgb_00003.jpg
7, training_camera_3, training/gallery_light4_loop1/frames/rgb/camera_3/rgb_00003.jpg
7, training_camera_4, training/gallery_light4_loop1/frames/rgb/camera_4/rgb_00003.jpg
7, training_camera_5, training/gallery_light4_loop1/frames/rgb/camera_5/rgb_00003.jpg
48, testing_light_1_occlusion_2_frame_0, testing/gallery_light1_occlusion2/frames/rgb/camera_0/rgb_00000.jpg
49, testing_light_1_occlusion_2_frame_1, testing/gallery_light1_occlusion2/frames/rgb/camera_0/rgb_00001.jpg
50, testing_light_1_occlusion_2_frame_2, testing/gallery_light1_occlusion2/frames/rgb/camera_0/rgb_00002.jpg
51, testing_light_1_occlusion_2_frame_3, testing/gallery_light1_occlusion2/frames/rgb/camera_0/rgb_00003.jpg
52, testing_light_1_occlusion_2_frame_4, testing/gallery_light1_occlusion2/frames/rgb/camera_0/rgb_00004.jpg
53, testing_light_1_occlusion_2_frame_5, testing/gallery_light1_occlusion2/frames/rgb/camera_0/rgb_00005.jpg
54, testing_light_1_occlusion_2_frame_6, testing/gallery_light1_occlusion2/frames/rgb/camera_0/rgb_00006.jpg
55, testing_light_1_occlusion_2_frame_7, testing/gallery_light1_occlusion2/frames/rgb/camera_0/rgb_00007.jpg
56, testing_light_1_occlusion_2_frame_8, testing/gallery_light1_occlusion2/frames/rgb/camera_0/rgb_00008.jpg
57, testing_light_1_occlusion_2_frame_9, testing/gallery_light1_occlusion2/frames/rgb/camera_0/rgb_00009.jpg
58, testing_light_1_occlusion_3_frame_0, testing/gallery_light1_occlusion3/frames/rgb/camera_0/rgb_00000.jpg
59, testing_light_1_occlusion_3_frame_1, testing/gallery_light1_occlusion3/frames/rgb/camera_0/rgb_00001.jpg
60, testing_light_1_occlusion_3_frame_2, testing/gallery_light1_occlusion3/frames/rgb/camera_0/rgb_00002.jpg
61, testing_light_1_occlusion_3_frame_3, testing/gallery_light1_occlusion3/frames/rgb/camera_0/rgb_00003.jpg
62, testing_light_1_occlusion_3_frame_4, testing/gallery_light1_occlusion3/frames/rgb/camera_0/rgb_00004.jpg
63, testing_light_1_occlusion_3_frame_5, testing/gallery_light1_occlusion3/frames/rgb/camera_0/rgb_00005.jpg
64, testing_light_1_occlusion_3_frame_6, testing/gallery_light1_occlusion3/frames/rgb/camera_0/rgb_00006.jpg
65, testing_light_1_occlusion_3_frame_7, testing/gallery_light1_occlusion3/frames/rgb/camera_0/rgb_00007.jpg
66, testing_light_1_occlusion_3_frame_8, testing/gallery_light1_occlusion3/frames/rgb/camera_0/rgb_00008.jpg
67, testing_light_1_occlusion_3_frame_9, testing/gallery_light1_occlusion3/frames/rgb/camera_0/rgb_00009.jpg
68, testing_light_4_occlusion_2_frame_0, testing/gallery_light4_occlusion2/frames/rgb/camera_0/rgb_00000.jpg
69, testing_light_4_occlusion_2_frame_1, testing/gallery_light4_occlusion2/frames/rgb/camera_0/rgb_00001.jpg
70, testing_light_4_occlusion_2_frame_2, testing/gallery_light4_occlusion2/frames/rgb/camera_0/rgb_00002.jpg
71, testing_light_4_occlusion_2_frame_3, testing/gallery_light4_occlusion2/frames/rgb/camera_0/rgb_00003.jpg
72, testing_light_4_occlusion_2_frame_4, testing/gallery_light4_occlusion2/frames/rgb/camera_0/rgb_00004.jpg
73, testing_light_4_occlusion_2_frame_5, testing/gallery_light4_occlusion2/frames/rgb/camera_0/rgb_00005.jpg
74, testing_light_4_occlusion_2_frame_6, testing/gallery_light4_occlusion2/frames/rgb/camera_0/rgb_00006.jpg
75, testing_light_4_occlusion_2_frame_7, testing/gallery_light4_occlusion2/frames/rgb/camera_0/rgb_00007.jpg
76, testing_light_4_occlusion_2_frame_8, testing/gallery_light4_occlusion2/frames/rgb/camera_0/rgb_00008.jpg
77, testing_light_4_occlusion_2_frame_9, testing/gallery_light4_occlusion2/frames/rgb/camera_0/rgb_00009.jpg
78, testing_light_4_occlusion_3_frame_0, testing/gallery_light4_occlusion3/frames/rgb/camera_0/rgb_00000.jpg
79, testing_light_4_occlusion_3_frame_1, testing/gallery_light4_occlusion3/frames/rgb/camera_0/rgb_00001.jpg
80, testing_light_4_occlusion_3_frame_2, testing/gallery_light4_occlusion3/frames/rgb/camera_0/rgb_00002.jpg
81, testing_light_4_occlusion_3_frame_3, testing/gallery_light4_occlusion3/frames/rgb/camera_0/rgb_00003.jpg
82, testing_light_4_occlusion_3_frame_4, testing/gallery_light4_occlusion3/frames/rgb/camera_0/rgb_00004.jpg
83, testing_light_4_occlusion_3_frame_5, testing/gallery_light4_occlusion3/frames/rgb/camera_0/rgb_00005.jpg
84, testing_light_4_occlusion_3_frame_6, testing/gallery_light4_occlusion3/frames/rgb/camera_0/rgb_00006.jpg
85, testing_light_4_occlusion_3_frame_7, testing/gallery_light4_occlusion3/frames/rgb/camera_0/rgb_00007.jpg
86, testing_light_4_occlusion_3_frame_8, testing/gallery_light4_occlusion3/frames/rgb/camera_0/rgb_00008.jpg
87, testing_light_4_occlusion_3_frame_9, testing/gallery_light4_occlusion3/frames/rgb/camera_0/rgb_00009.jpg
