# kapture format: 1.1
# timestamp, device_id, qw, qx, qy, qz, tx, ty, tz
       6, training_camera_5, 0.7884618494254381, -0.0, 0.6150836626025908, -0.0, 2.705633, 1.65, -1.588143
       7, training_camera_0, 0.993878039260436, -0.0, 0.11048277275589798, -0.0, 2.558631, 1.65, 1.444551
       7, training_camera_1, -0.9159650162663975, -0.0, 0.4012581325980798, -2.220446049250313e-16, -0.05830526, 1.65, 2.888115
       7, training_camera_2, 0.5926197973879246, -0.0, -0.8054823249109164, -0.0, -2.616937, 1.65, 1.343563
       7, training_camera_3, 0.11048271336175387, -0.0, -0.9938780458628836, -0.0, -2.558631, 1.65, -1.644552
       7, training_camera_4, -0.4012581610337879, -0.0, -0.9159650038095247, -0.0, 0.05830526, 1.65, -3.088116
       7, training_camera_5, 0.8054822117573219, -0.0, 0.5926199511850178, -0.0, 2.616936, 1.65, -1.543565
      48, testing_light_1_occlusion_2_frame_0, 0.5744697645671526, -0.0026704113680701314, 0.8180909621654918, -0.026543099374893703, 4.892228, 1.268833, 5.159162
      49, testing_light_1_occlusion_2_frame_1, -0.42136848942363947, 0.03168397031830565, 0.9060757850220199, -0.021711608471958205, 2.738021, 0.7770698, -6.423017
      50, testing_light_1_occlusion_2_frame_2, 0.9305083244786534, 0.019586241303572775, 0.3657331971699369, 0.003140973636220594, -3.59518, 1.101925, 5.709031
      51, testing_light_1_occlusion_2_frame_3, 0.6541001006294354, -0.006717862768239627, 0.7547604395317415, -0.04944297315334199, 2.232001, 1.519922, 6.385224
      52, testing_light_1_occlusion_2_frame_4, -0.9749771202174226, -0.025250590492188304, 0.21772222918637008, -0.03713561162085356, -6.286828, 0.9774044, -2.111161
      53, testing_light_1_occlusion_2_frame_5, 0.5949895571752283, 0.018697747972522213, 0.8025447613688501, 0.03949338011106241, 2.113101, 0.6998674, 6.406287
      54, testing_light_1_occlusion_2_frame_6, 0.5788495963461905, 0.01864485067049134, 0.8149157317085752, 0.02231287895374786, 1.599075, 0.6510644, 6.230546
      55, testing_light_1_occlusion_2_frame_7, 0.254922698601673, 0.023585030738281953, 0.9666685768184882, -0.0031664892914763858, 5.618888, 1.111176, 4.059733
      56, testing_light_1_occlusion_2_frame_8, 0.08672496593329972, -0.01194230990463819, 0.9961600833228047, 0.0011179947728171477, 6.041367, 1.166628, 2.292122
      57, testing_light_1_occlusion_2_frame_9, -0.7549026427252289, 0.028482756141523777, 0.6552012588008804, -0.004695005302428259, 0.9457417, 1.058692, -6.802509
      58, testing_light_1_occlusion_3_frame_0, 0.5744697645671526, -0.0026704113680701314, 0.8180909621654918, -0.026543099374893703, 4.892228, 1.268833, 5.159162
      59, testing_light_1_occlusion_3_frame_1, -0.42136848942363947, 0.03168397031830565, 0.9060757850220199, -0.021711608471958205, 2.738021, 0.7770698, -6.423017
      60, testing_light_1_occlusion_3_frame_2, 0.9305083244786534, 0.019586241303572775, 0.3657331971699369, 0.003140973636220594, -3.59518, 1.101925, 5.709031
      61, testing_light_1_occlusion_3_frame_3, 0.6541001006294354, -0.006717862768239627, 0.7547604395317415, -0.04944297315334199, 2.232001, 1.519922, 6.385224
      62, testing_light_1_occlusion_3_frame_4, -0.9749771202174226, -0.025250590492188304, 0.21772222918637008, -0.03713561162085356, -6.286828, 0.9774044, -2.111161
      63, testing_light_1_occlusion_3_frame_5, 0.5949895571752283, 0.018697747972522213, 0.8025447613688501, 0.03949338011106241, 2.113101, 0.6998674, 6.406287
      64, testing_light_1_occlusion_3_frame_6, 0.5788495963461905, 0.01864485067049134, 0.8149157317085752, 0.02231287895374786, 1.599075, 0.6510644, 6.230546
      65, testing_light_1_occlusion_3_frame_7, 0.254922698601673, 0.023585030738281953, 0.9666685768184882, -0.0031664892914763858, 5.618888, 1.111176, 4.059733
      66, testing_light_1_occlusion_3_frame_8, 0.08672496593329972, -0.01194230990463819, 0.9961600833228047, 0.0011179947728171477, 6.041367, 1.166628, 2.292122
      67, testing_light_1_occlusion_3_frame_9, -0.7549026427252289, 0.028482756141523777, 0.6552012588008804, -0.004695005302428259, 0.9457417, 1.058692, -6.802509
      68, testing_light_4_occlusion_2_frame_0, 0.5744697645671526, -0.0026704113680701314, 0.8180909621654918, -0.026543099374893703, 4.892228, 1.268833, 5.159162
      69, testing_light_4_occlusion_2_frame_1, -0.42136848942363947, 0.03168397031830565, 0.9060757850220199, -0.021711608471958205, 2.738021, 0.7770698, -6.423017
      70, testing_light_4_occlusion_2_frame_2, 0.9305083244786534, 0.019586241303572775, 0.3657331971699369, 0.003140973636220594, -3.59518, 1.101925, 5.709031
      71, testing_light_4_occlusion_2_frame_3, 0.6541001006294354, -0.006717862768239627, 0.7547604395317415, -0.04944297315334199, 2.232001, 1.519922, 6.385224
      72, testing_light_4_occlusion_2_frame_4, -0.9749771202174226, -0.025250590492188304, 0.21772222918637008, -0.03713561162085356, -6.286828, 0.9774044, -2.111161
      73, testing_light_4_occlusion_2_frame_5, 0.5949895571752283, 0.018697747972522213, 0.8025447613688501, 0.03949338011106241, 2.113101, 0.6998674, 6.406287
      74, testing_light_4_occlusion_2_frame_6, 0.5788495963461905, 0.01864485067049134, 0.8149157317085752, 0.02231287895374786, 1.599075, 0.6510644, 6.230546
      75, testing_light_4_occlusion_2_frame_7, 0.254922698601673, 0.023585030738281953, 0.9666685768184882, -0.0031664892914763858, 5.618888, 1.111176, 4.059733
      76, testing_light_4_occlusion_2_frame_8, 0.08672496593329972, -0.01194230990463819, 0.9961600833228047, 0.0011179947728171477, 6.041367, 1.166628, 2.292122
      77, testing_light_4_occlusion_2_frame_9, -0.7549026427252289, 0.028482756141523777, 0.6552012588008804, -0.004695005302428259, 0.9457417, 1.058692, -6.802509
      78, testing_light_4_occlusion_3_frame_0, 0.5744697645671526, -0.0026704113680701314, 0.8180909621654918, -0.026543099374893703, 4.892228, 1.268833, 5.159162
      79, testing_light_4_occlusion_3_frame_1, -0.42136848942363947, 0.03168397031830565, 0.9060757850220199, -0.021711608471958205, 2.738021, 0.7770698, -6.423017
      80, testing_light_4_occlusion_3_frame_2, 0.9305083244786534, 0.019586241303572775, 0.3657331971699369, 0.003140973636220594, -3.59518, 1.101925, 5.709031
      81, testing_light_4_occlusion_3_frame_3, 0.6541001006294354, -0.006717862768239627, 0.7547604395317415, -0.04944297315334199, 2.232001, 1.519922, 6.385224
      82, testing_light_4_occlusion_3_frame_4, -0.9749771202174226, -0.025250590492188304, 0.21772222918637008, -0.03713561162085356, -6.286828, 0.9774044, -2.111161
      83, testing_light_4_occlusion_3_frame_5, 0.5949895571752283, 0.018697747972522213, 0.8025447613688501, 0.03949338011106241, 2.113101, 0.6998674, 6.406287
      84, testing_light_4_occlusion_3_frame_6, 0.5788495963461905, 0.01864485067049134, 0.8149157317085752, 0.02231287895374786, 1.599075, 0.6510644, 6.230546
      85, testing_light_4_occlusion_3_frame_7, 0.254922698601673, 0.023585030738281953, 0.9666685768184882, -0.0031664892914763858, 5.618888, 1.111176, 4.059733
      86, testing_light_4_occlusion_3_frame_8, 0.08672496593329972, -0.01194230990463819, 0.9961600833228047, 0.0011179947728171477, 6.041367, 1.166628, 2.292122
      87, testing_light_4_occlusion_3_frame_9, -0.7549026427252289, 0.028482756141523777, 0.6552012588008804, -0.004695005302428259, 0.9457417, 1.058692, -6.802509
